Type,Severity,Precipitation(in),Time(UTC),Latitude,Longitude,Date,Timestamp
Rain,Light,0,10:55 AM,32.9686055,-96.8300414,30-May-16,201605301055
Rain,Light,0,8:15 PM,32.9686055,-96.8300414,31-May-16,201605312015
Rain,Light,0,11:35 AM,32.9686055,-96.8300414,1-Jun-16,201606011135
Rain,Light,0,10:35 AM,32.9686055,-96.8300414,2-Jun-16,201606021035
Rain,Light,0,6:47 PM,32.9686055,-96.8300414,2-Jun-16,201606021847
Rain,Light,0,12:05 AM,32.9686055,-96.8300414,3-Jun-16,201606030005
Rain,Light,0,12:47 AM,32.9686055,-96.8300414,4-Jun-16,201606040047
Rain,Light,0,7:35 AM,32.9686055,-96.8300414,4-Jun-16,201606040735
Rain,Light,0,10:15 AM,32.9686055,-96.8300414,4-Jun-16,201606041015
Rain,Light,0,9:55 PM,32.9686055,-96.8300414,12-Jun-16,201606122155
Rain,Light,0,8:17 PM,32.9686055,-96.8300414,13-Jun-16,201606132017
Rain,Light,0,1:47 PM,32.9686055,-96.8300414,14-Jun-16,201606141347
Rain,Light,0,11:20 PM,32.9686055,-96.8300414,27-Jun-16,201606272320
Rain,Light,0,4:15 AM,32.9686055,-96.8300414,4-Jul-16,201607040415
Rain,Light,0,5:15 AM,32.9686055,-96.8300414,4-Jul-16,201607040515
Rain,Light,0,7:55 AM,32.9686055,-96.8300414,4-Jul-16,201607040755
Rain,Light,0,4:15 AM,32.9686055,-96.8300414,5-Jul-16,201607050415
Rain,Light,0,5:35 AM,32.9686055,-96.8300414,5-Jul-16,201607050535
Rain,Light,0,6:15 AM,32.9686055,-96.8300414,5-Jul-16,201607050615
Rain,Light,0,9:35 AM,32.9686055,-96.8300414,5-Jul-16,201607050935
Rain,Light,0,10:21 PM,32.9686055,-96.8300414,9-Jul-16,201607092221
Rain,Light,0,3:47 PM,32.9686055,-96.8300414,15-Jul-16,201607151547
Rain,Light,0,10:20 PM,32.9686055,-96.8300414,25-Jul-16,201607252220
Rain,Light,0,11:47 PM,32.9686055,-96.8300414,25-Jul-16,201607252347
Rain,Light,0,8:47 PM,32.9686055,-96.8300414,27-Jul-16,201607272047
Rain,Light,0,1:47 PM,32.9686055,-96.8300414,15-Aug-16,201608151347
Rain,Light,0,5:47 PM,32.9686055,-96.8300414,15-Aug-16,201608151747
Rain,Light,0,7:47 PM,32.9686055,-96.8300414,17-Aug-16,201608171947
Rain,Light,0,10:47 PM,32.9686055,-96.8300414,18-Aug-16,201608182247
Rain,Light,0,3:47 AM,32.9686055,-96.8300414,19-Aug-16,201608190347
Rain,Light,0,9:47 PM,32.9686055,-96.8300414,19-Aug-16,201608192147
Rain,Light,0,11:15 AM,32.9686055,-96.8300414,20-Aug-16,201608201115
Rain,Light,0,1:47 PM,32.9686055,-96.8300414,20-Aug-16,201608201347
Rain,Light,0,7:48 PM,32.9686055,-96.8300414,20-Aug-16,201608201948
Rain,Light,0,5:47 PM,32.9686055,-96.8300414,22-Aug-16,201608221747
Rain,Light,0,9:59 PM,32.9686055,-96.8300414,22-Aug-16,201608222159
Rain,Light,0,9:30 PM,32.9686055,-96.8300414,26-Aug-16,201608262130
Rain,Light,0,10:55 AM,32.9686055,-96.8300414,10-Sep-16,201609101055
Rain,Light,0,1:47 PM,32.9686055,-96.8300414,10-Sep-16,201609101347
Rain,Light,0,1:47 AM,32.9686055,-96.8300414,20-Sep-16,201609200147
Rain,Light,0,2:59 AM,32.9686055,-96.8300414,25-Sep-16,201609250259
Rain,Light,0,11:47 AM,32.9686055,-96.8300414,7-Oct-16,201610071147
Rain,Light,0,10:35 AM,32.9686055,-96.8300414,14-Oct-16,201610141035
Rain,Light,0,11:15 AM,32.9686055,-96.8300414,14-Oct-16,201610141115
Rain,Light,0,2:47 PM,32.9686055,-96.8300414,14-Oct-16,201610141447
Rain,Light,0,8:35 AM,32.9686055,-96.8300414,20-Oct-16,201610200835
Rain,Light,0,9:55 AM,32.9686055,-96.8300414,20-Oct-16,201610200955
Rain,Light,0,10:35 AM,32.9686055,-96.8300414,20-Oct-16,201610201035
Rain,Light,0,11:15 AM,32.9686055,-96.8300414,20-Oct-16,201610201115
Rain,Light,0,12:30 PM,32.9686055,-96.8300414,20-Oct-16,201610201230
Rain,Light,0,7:35 AM,32.9686055,-96.8300414,3-Nov-16,201611030735
Rain,Light,0,7:55 AM,32.9686055,-96.8300414,5-Nov-16,201611050755
Rain,Light,0,11:15 AM,32.9686055,-96.8300414,5-Nov-16,201611051115
Rain,Light,0,8:47 PM,32.9686055,-96.8300414,6-Nov-16,201611062047
Rain,Light,0,4:35 AM,32.9686055,-96.8300414,7-Nov-16,201611070435
Rain,Light,0,6:55 AM,32.9686055,-96.8300414,7-Nov-16,201611070655
Rain,Light,0,9:15 AM,32.9686055,-96.8300414,7-Nov-16,201611070915
Rain,Light,0,9:55 AM,32.9686055,-96.8300414,7-Nov-16,201611070955
Rain,Light,0,4:47 PM,32.9686055,-96.8300414,7-Nov-16,201611071647
Rain,Light,0,11:47 PM,32.9686055,-96.8300414,7-Nov-16,201611072347
Rain,Light,0,6:55 AM,32.9686055,-96.8300414,8-Nov-16,201611080655
Rain,Light,0,9:35 AM,32.9686055,-96.8300414,8-Nov-16,201611080935
Rain,Light,0,10:35 AM,32.9686055,-96.8300414,8-Nov-16,201611081035
Rain,Light,0,10:04 PM,32.9686055,-96.8300414,8-Nov-16,201611082204
Rain,Light,0,3:55 AM,32.9686055,-96.8300414,9-Nov-16,201611090355
Rain,Light,0,4:15 AM,32.9686055,-96.8300414,9-Nov-16,201611090415
Rain,Light,0,6:55 AM,32.9686055,-96.8300414,9-Nov-16,201611090655
Rain,Light,0,3:15 AM,32.9686055,-96.8300414,23-Nov-16,201611230315
Rain,Light,0,5:15 AM,32.9686055,-96.8300414,23-Nov-16,201611230515
Rain,Light,0,8:55 AM,32.9686055,-96.8300414,28-Nov-16,201611280855
Rain,Light,0,10:10 AM,32.9686055,-96.8300414,28-Nov-16,201611281010
Rain,Light,0,1:17 PM,32.9686055,-96.8300414,28-Nov-16,201611281317
Rain,Light,0,12:47 AM,32.9686055,-96.8300414,3-Dec-16,201612030047
Rain,Light,0,5:47 PM,32.9686055,-96.8300414,3-Dec-16,201612031747
Rain,Light,0,10:55 PM,32.9686055,-96.8300414,3-Dec-16,201612032255
Rain,Light,0,12:47 PM,32.9686055,-96.8300414,4-Dec-16,201612041247
Rain,Light,0,9:47 PM,32.9686055,-96.8300414,5-Dec-16,201612052147
Rain,Light,0,11:54 AM,32.9686055,-96.8300414,6-Dec-16,201612061154
Rain,Light,0,7:15 AM,32.9686055,-96.8300414,24-Dec-16,201612240715
Rain,Light,0,12:47 PM,32.9686055,-96.8300414,1-Jan-17,201701011247
Rain,Light,0,11:47 AM,32.9686055,-96.8300414,2-Jan-17,201701021147
Rain,Light,0,6:47 PM,32.9686055,-96.8300414,6-Jan-17,201701061847
Rain,Light,0,8:47 PM,32.9686055,-96.8300414,13-Jan-17,201701132047
Rain,Light,0,4:47 PM,32.9686055,-96.8300414,15-Jan-17,201701151647
Rain,Light,0,12:47 AM,32.9686055,-96.8300414,16-Jan-17,201701160047
Rain,Light,0,3:47 AM,32.9686055,-96.8300414,16-Jan-17,201701160347
Rain,Light,0,8:47 PM,32.9686055,-96.8300414,17-Jan-17,201701172047
Rain,Light,0,1:47 AM,32.9686055,-96.8300414,18-Jan-17,201701180147
Rain,Light,0,4:15 AM,32.9686055,-96.8300414,18-Jan-17,201701180415
Rain,Light,0,4:55 AM,32.9686055,-96.8300414,18-Jan-17,201701180455
Rain,Light,0,6:15 AM,32.9686055,-96.8300414,18-Jan-17,201701180615
Rain,Light,0,5:15 AM,32.9686055,-96.8300414,5-Feb-17,201702050515
Rain,Light,0,11:47 AM,32.9686055,-96.8300414,13-Feb-17,201702131147
Rain,Light,0,4:15 AM,32.9686055,-96.8300414,14-Feb-17,201702140415
Rain,Light,0,11:53 AM,32.9686055,-96.8300414,14-Feb-17,201702141153
Rain,Light,0,2:47 PM,32.9686055,-96.8300414,14-Feb-17,201702141447
Rain,Light,0,1:47 PM,32.9686055,-96.8300414,20-Feb-17,201702201347
Rain,Light,0,3:55 AM,32.9686055,-96.8300414,27-Feb-17,201702270355
Rain,Light,0,8:47 PM,32.9686055,-96.8300414,27-Feb-17,201702272047
Rain,Light,0,3:15 AM,32.9686055,-96.8300414,5-Mar-17,201703050315
Rain,Light,0,9:55 AM,32.9686055,-96.8300414,5-Mar-17,201703050955
Rain,Light,0,4:47 PM,32.9686055,-96.8300414,5-Mar-17,201703051647
Rain,Light,0,7:47 PM,32.9686055,-96.8300414,5-Mar-17,201703051947
Rain,Light,0,10:35 AM,32.9686055,-96.8300414,7-Mar-17,201703071035
Rain,Light,0,10:15 AM,32.9686055,-96.8300414,13-Mar-17,201703131015
Rain,Light,0,1:47 PM,32.9686055,-96.8300414,24-Mar-17,201703241347
Rain,Light,0,1:47 AM,32.9686055,-96.8300414,27-Mar-17,201703270147
Rain,Light,0,11:47 AM,32.9686055,-96.8300414,27-Mar-17,201703271147
Rain,Light,0,8:35 AM,32.9686055,-96.8300414,29-Mar-17,201703290835
Rain,Light,0,7:35 AM,32.9686055,-96.8300414,2-Apr-17,201704020735
Rain,Light,0,9:55 AM,32.9686055,-96.8300414,2-Apr-17,201704020955
Rain,Light,0,11:35 AM,32.9686055,-96.8300414,2-Apr-17,201704021135
Rain,Light,0,6:47 PM,32.9686055,-96.8300414,10-Apr-17,201704101847
Rain,Light,0,9:10 PM,32.9686055,-96.8300414,10-Apr-17,201704102110
Rain,Light,0,9:35 AM,32.9686055,-96.8300414,11-Apr-17,201704110935
Rain,Light,0,10:15 AM,32.9686055,-96.8300414,11-Apr-17,201704111015
Rain,Light,0,11:35 AM,32.9686055,-96.8300414,11-Apr-17,201704111135
Rain,Light,0,10:15 AM,32.9686055,-96.8300414,17-Apr-17,201704171015
Rain,Light,0,5:47 PM,32.9686055,-96.8300414,17-Apr-17,201704171747
Rain,Light,0,2:47 AM,32.9686055,-96.8300414,22-Apr-17,201704220247
Rain,Light,0,4:35 AM,32.9686055,-96.8300414,22-Apr-17,201704220435
Rain,Light,0,8:15 AM,32.9686055,-96.8300414,22-Apr-17,201704220815
Rain,Light,0,12:25 PM,32.9686055,-96.8300414,26-Apr-17,201704261225
Rain,Light,0,5:35 AM,32.9686055,-96.8300414,29-Apr-17,201704290535
Rain,Light,0,5:35 AM,32.9686055,-96.8300414,30-Apr-17,201704300535
Rain,Light,0,8:35 AM,32.9686055,-96.8300414,30-Apr-17,201704300835
Rain,Light,0,9:55 AM,32.9686055,-96.8300414,30-Apr-17,201704300955
Rain,Light,0,9:55 AM,32.9686055,-96.8300414,21-May-17,201705210955
Rain,Light,0,11:15 AM,32.9686055,-96.8300414,21-May-17,201705211115
Rain,Light,0,1:47 PM,32.9686055,-96.8300414,21-May-17,201705211347
Rain,Light,0,6:15 AM,32.9686055,-96.8300414,23-May-17,201705230615
Rain,Light,0,2:47 PM,32.9686055,-96.8300414,23-May-17,201705231447
Rain,Light,0,11:47 PM,32.9686055,-96.8300414,23-May-17,201705232347
Rain,Light,0,1:47 PM,32.9686055,-96.8300414,28-May-17,201705281347
Rain,Light,0,4:47 PM,32.9686055,-96.8300414,28-May-17,201705281647
Rain,Light,0,9:15 AM,32.9686055,-96.8300414,1-Jun-17,201706010915
Rain,Light,0,10:55 AM,32.9686055,-96.8300414,1-Jun-17,201706011055
Rain,Light,0,8:47 PM,32.9686055,-96.8300414,2-Jun-17,201706022047
Rain,Light,0,10:55 AM,32.9686055,-96.8300414,3-Jun-17,201706031055
Rain,Light,0,2:20 PM,32.9686055,-96.8300414,3-Jun-17,201706031420
Rain,Light,0,10:36 PM,32.9686055,-96.8300414,4-Jun-17,201706042236
Rain,Light,0,9:57 PM,32.9686055,-96.8300414,5-Jun-17,201706052157
Rain,Light,0,10:55 AM,32.9686055,-96.8300414,9-Jun-17,201706091055
Rain,Light,0,12:47 PM,32.9686055,-96.8300414,9-Jun-17,201706091247
Rain,Light,0,3:47 PM,32.9686055,-96.8300414,9-Jun-17,201706091547
Rain,Light,0,6:47 PM,32.9686055,-96.8300414,9-Jun-17,201706091847
Rain,Light,0,9:15 AM,32.9686055,-96.8300414,19-Jun-17,201706190915
Rain,Light,0,10:55 AM,32.9686055,-96.8300414,19-Jun-17,201706191055
Rain,Light,0,11:35 AM,32.9686055,-96.8300414,19-Jun-17,201706191135
Rain,Light,0,2:47 PM,32.9686055,-96.8300414,19-Jun-17,201706191447
Rain,Light,0,5:35 AM,32.9686055,-96.8300414,24-Jun-17,201706240535
Rain,Light,0,8:15 AM,32.9686055,-96.8300414,24-Jun-17,201706240815
Rain,Light,0,9:55 AM,32.9686055,-96.8300414,24-Jun-17,201706240955
Rain,Light,0,10:35 AM,32.9686055,-96.8300414,24-Jun-17,201706241035
Rain,Light,0,3:50 PM,32.9686055,-96.8300414,24-Jun-17,201706241550
Rain,Light,0,3:54 PM,32.9686055,-96.8300414,26-Jun-17,201706261554
Rain,Light,0,8:02 PM,32.9686055,-96.8300414,27-Jun-17,201706272002
Rain,Light,0,4:53 PM,32.9686055,-96.8300414,1-Jul-17,201707011653
Rain,Light,0,12:21 PM,32.9686055,-96.8300414,5-Jul-17,201707051221
Rain,Light,0,2:47 AM,32.9686055,-96.8300414,6-Jul-17,201707060247
Rain,Light,0,4:35 AM,32.9686055,-96.8300414,6-Jul-17,201707060435
Rain,Light,0,5:15 AM,32.9686055,-96.8300414,6-Jul-17,201707060515
Rain,Light,0,10:47 PM,32.9686055,-96.8300414,6-Jul-17,201707062247
Rain,Light,0,9:47 PM,32.9686055,-96.8300414,8-Jul-17,201707082147
Rain,Light,0,1:47 AM,32.9686055,-96.8300414,10-Jul-17,201707100147
Rain,Light,0,3:47 PM,32.9686055,-96.8300414,15-Jul-17,201707151547
Rain,Light,0,9:50 PM,32.9686055,-96.8300414,23-Jul-17,201707232150
Rain,Light,0,4:15 AM,32.9686055,-96.8300414,24-Jul-17,201707240415
Rain,Light,0,4:15 AM,32.9686055,-96.8300414,2-Aug-17,201708020415
Rain,Light,0,12:47 PM,32.9686055,-96.8300414,2-Aug-17,201708021247
Rain,Light,0,4:47 PM,32.9686055,-96.8300414,2-Aug-17,201708021647
Rain,Light,0,11:47 PM,32.9686055,-96.8300414,4-Aug-17,201708042347
Rain,Light,0,3:53 AM,32.9686055,-96.8300414,13-Aug-17,201708130353
Rain,Light,0,9:55 AM,32.9686055,-96.8300414,13-Aug-17,201708130955
Rain,Light,0,2:47 PM,32.9686055,-96.8300414,13-Aug-17,201708131447
Rain,Light,0,7:53 PM,32.9686055,-96.8300414,13-Aug-17,201708131953
Rain,Light,0,8:55 AM,32.9686055,-96.8300414,16-Aug-17,201708160855
Rain,Light,0,10:35 AM,32.9686055,-96.8300414,17-Aug-17,201708171035
Rain,Light,0,11:53 AM,32.9686055,-96.8300414,23-Aug-17,201708231153
Rain,Light,0,5:55 AM,32.9686055,-96.8300414,24-Aug-17,201708240555
Rain,Light,0,11:15 AM,32.9686055,-96.8300414,26-Aug-17,201708261115
Rain,Light,0,5:47 PM,32.9686055,-96.8300414,26-Aug-17,201708261747
Rain,Light,0,5:55 PM,32.9686055,-96.8300414,27-Aug-17,201708271755
Rain,Light,0,4:55 AM,32.9686055,-96.8300414,20-Sep-17,201709200455
Rain,Light,0,5:35 AM,32.9686055,-96.8300414,20-Sep-17,201709200535
Rain,Light,0,6:20 AM,32.9686055,-96.8300414,27-Sep-17,201709270620
Rain,Light,0,1:52 AM,32.9686055,-96.8300414,28-Sep-17,201709280152
Rain,Light,0,4:55 AM,32.9686055,-96.8300414,29-Sep-17,201709290455
Rain,Light,0,6:55 AM,32.9686055,-96.8300414,29-Sep-17,201709290655
Rain,Light,0,8:55 AM,32.9686055,-96.8300414,29-Sep-17,201709290855
Rain,Light,0,10:15 AM,32.9686055,-96.8300414,29-Sep-17,201709291015
Rain,Light,0,11:35 AM,32.9686055,-96.8300414,3-Oct-17,201710031135
Rain,Light,0,12:47 AM,32.9686055,-96.8300414,4-Oct-17,201710040047
Rain,Light,0,6:35 AM,32.9686055,-96.8300414,4-Oct-17,201710040635
Rain,Light,0,11:35 AM,32.9686055,-96.8300414,4-Oct-17,201710041135
Rain,Light,0,5:55 AM,32.9686055,-96.8300414,10-Oct-17,201710100555
Rain,Light,0,7:15 AM,32.9686055,-96.8300414,10-Oct-17,201710100715
Rain,Light,0,7:55 AM,32.9686055,-96.8300414,10-Oct-17,201710100755
Rain,Light,0,11:47 AM,32.9686055,-96.8300414,22-Oct-17,201710221147
Rain,Light,0,8:47 PM,32.9686055,-96.8300414,31-Oct-17,201710312047
Rain,Light,0,8:15 AM,32.9686055,-96.8300414,1-Nov-17,201711010815
Rain,Light,0,11:53 AM,32.9686055,-96.8300414,8-Nov-17,201711081153
Rain,Light,0,12:47 AM,32.9686055,-96.8300414,9-Nov-17,201711090047
Rain,Light,0,5:55 AM,32.9686055,-96.8300414,5-Dec-17,201712050555
Rain,Light,0,6:35 AM,32.9686055,-96.8300414,5-Dec-17,201712050635
Rain,Light,0,8:35 AM,32.9686055,-96.8300414,5-Dec-17,201712050835
Rain,Light,0,8:35 AM,32.9686055,-96.8300414,22-Dec-17,201712220835
Rain,Light,0,12:47 PM,32.9686055,-96.8300414,22-Dec-17,201712221247
Rain,Light,0,11:47 PM,32.9686055,-96.8300414,22-Dec-17,201712222347
Rain,Light,0,8:46 PM,32.9686055,-96.8300414,26-Dec-17,201712262046
Rain,Light,0,12:15 PM,32.9686055,-96.8300414,31-Dec-17,201712311215
Rain,Light,0,9:49 PM,32.9686055,-96.8300414,7-Jan-18,201801072149
Rain,Light,0,1:47 AM,32.9686055,-96.8300414,16-Jan-18,201801160147
Rain,Light,0,7:55 AM,32.9686055,-96.8300414,20-Jan-18,201801200755
Rain,Light,0,6:35 AM,32.9686055,-96.8300414,27-Jan-18,201801270635
Rain,Light,0,12:47 PM,32.9686055,-96.8300414,27-Jan-18,201801271247
Rain,Light,0,7:47 PM,32.9686055,-96.8300414,6-Feb-18,201802061947
Rain,Light,0,4:35 AM,32.9686055,-96.8300414,7-Feb-18,201802070435
Rain,Light,0,11:47 AM,32.9686055,-96.8300414,10-Feb-18,201802101147
Rain,Light,0,4:35 AM,32.9686055,-96.8300414,14-Feb-18,201802140435
Rain,Light,0,7:15 AM,32.9686055,-96.8300414,14-Feb-18,201802140715
Rain,Light,0,3:55 AM,32.9686055,-96.8300414,17-Feb-18,201802170355
Rain,Light,0,9:35 AM,32.9686055,-96.8300414,17-Feb-18,201802170935
Rain,Light,0,12:54 PM,32.9686055,-96.8300414,17-Feb-18,201802171254
Rain,Light,0,6:54 PM,32.9686055,-96.8300414,18-Feb-18,201802181854
Rain,Light,0,10:15 AM,32.9686055,-96.8300414,20-Feb-18,201802201015
Rain,Light,0,11:51 AM,32.9686055,-96.8300414,20-Feb-18,201802201151
Rain,Light,0,4:50 PM,32.9686055,-96.8300414,20-Feb-18,201802201650
Rain,Light,0,4:55 AM,32.9686055,-96.8300414,21-Feb-18,201802210455
Rain,Light,0,11:54 AM,32.9686055,-96.8300414,21-Feb-18,201802211154
Rain,Light,0,6:47 PM,32.9686055,-96.8300414,21-Feb-18,201802211847
Rain,Light,0,2:47 PM,32.9686055,-96.8300414,22-Feb-18,201802221447
Rain,Light,0,7:15 AM,32.9686055,-96.8300414,23-Feb-18,201802230715
Rain,Light,0,3:47 PM,32.9686055,-96.8300414,23-Feb-18,201802231547
Rain,Light,0,3:15 AM,32.9686055,-96.8300414,24-Feb-18,201802240315
Rain,Light,0,11:47 AM,32.9686055,-96.8300414,24-Feb-18,201802241147
Rain,Light,0,5:47 PM,32.9686055,-96.8300414,24-Feb-18,201802241747
Rain,Light,0,8:47 PM,32.9686055,-96.8300414,27-Feb-18,201802272047
Rain,Light,0,3:52 PM,32.9686055,-96.8300414,28-Feb-18,201802281552
Rain,Light,0,6:47 PM,32.9686055,-96.8300414,28-Feb-18,201802281847
Rain,Light,0,12:57 AM,32.9686055,-96.8300414,18-Mar-18,201803180057
Rain,Light,0,4:35 AM,32.9686055,-96.8300414,18-Mar-18,201803180435
Rain,Light,0,11:55 AM,32.9686055,-96.8300414,27-Mar-18,201803271155
Rain,Light,0,11:20 PM,32.9686055,-96.8300414,28-Mar-18,201803282320
Rain,Light,0,2:47 PM,32.9686055,-96.8300414,2-Apr-18,201804021447
Rain,Light,0,4:15 AM,32.9686055,-96.8300414,3-Apr-18,201804030415
Rain,Light,0,7:59 PM,32.9686055,-96.8300414,3-Apr-18,201804031959
Rain,Light,0,11:15 AM,32.9686055,-96.8300414,6-Apr-18,201804061115
Rain,Light,0,11:47 PM,32.9686055,-96.8300414,6-Apr-18,201804062347
Rain,Light,0,2:47 PM,32.9686055,-96.8300414,13-Apr-18,201804131447
Rain,Light,0,10:53 PM,32.9686055,-96.8300414,13-Apr-18,201804132253
Rain,Light,0,4:15 AM,32.9686055,-96.8300414,14-Apr-18,201804140415
Rain,Light,0,7:49 PM,32.9686055,-96.8300414,21-Apr-18,201804211949
Rain,Light,0,10:47 PM,32.9686055,-96.8300414,21-Apr-18,201804212247
Rain,Light,0,12:10 AM,32.9686055,-96.8300414,22-Apr-18,201804220010
Rain,Light,0,1:47 AM,32.9686055,-96.8300414,22-Apr-18,201804220147
Rain,Light,0,6:35 AM,32.9686055,-96.8300414,25-Apr-18,201804250635
Rain,Light,0,7:15 AM,32.9686055,-96.8300414,25-Apr-18,201804250715
Rain,Light,0,7:55 AM,32.9686055,-96.8300414,25-Apr-18,201804250755
Rain,Light,0,7:47 PM,32.9686055,-96.8300414,25-Apr-18,201804251947
Rain,Light,0,8:35 AM,32.9686055,-96.8300414,2-May-18,201805020835
Rain,Light,0,9:35 AM,32.9686055,-96.8300414,2-May-18,201805020935
Rain,Light,0,9:35 AM,32.9686055,-96.8300414,3-May-18,201805030935
Rain,Light,0,11:15 AM,32.9686055,-96.8300414,3-May-18,201805031115
